Store Name,SKU,Product Name,Opening Stock (Table),Movement History,Expected Stock,Current Stock (DB),Discrepancy
สาขา0004,SKU-889591-osay9,แว่นตาว่ายน้ำเด็ก 5031,177,-12,165,-12,-177
สาขา0004,SKU-889591-3oa5n,แว่นตาว่ายน้ำผู้ใหญ่ 8016-UV,174,-12,162,-12,-174
สาขา0004,SKU-889591-wtdol,กระเป๋ากันน้ำขนาด 2 ลิตร,170,-12,158,-12,-170
สาขา0004,SKU-889591-loap6,กระเป๋ากันน้ำขนาด 5 ลิตร,170,-1,169,-1,-170
สาขา0004,SKU-889591-ew05l,ตีนกบ คละแบบ,166,-10,156,-10,-166
สาขา0004,SKU-889591-4ajwv,กระเป๋ากันน้ำขนาด 15 ลิตร,163,-22,141,-22,-163
สาขา0004,SKU-889591-r4v6a,กระเป๋ากันน้ำขนาด 3 ลิตร,156,-23,133,-23,-156
สาขา0004,SKU-889591-5myie,กระเป๋ากันน้ำขนาด 25 ลิตร,153,-28,125,-28,-153
สาขา0004,SKU-889591-ugf30,จานร่อน,153,-24,129,-24,-153
สาขา0004,SKU-889591-kxqqg,แว่นตาว่ายน้ำผู้ใหญ่ 8025-UV,152,-14,138,-14,-152
สาขา0004,SKU-889591-7rd2o,แว่นตาว่ายน้ำผู้ใหญ่ 8016,149,-10,139,-10,-149
สาขา0004,SKU-889591-jme1d,เสื้อแฟชั่น คละแบบ,144,-5,139,-5,-144
สาขา0004,SKU-769469-wdbcj,ชุดเดรสยาว #3,141,-8,133,-8,-141
สาขา0004,SKU-889591-ovxot,กระเป๋ากันน้ำขนาด 10 ลิตร,126,-1,125,-1,-126
สาขา0004,SKU-889591-7p7os,เสื้อชูชีพเป่าลม คละแบบ,125,-1,124,-1,-125
สาขา0004,SKU-889591-fve3d,ห่วงยางขาสอดแฟนซี คละแบบ,120,-13,107,-13,-120
สาขา0004,SKU-889591-4jw4f,ปลอกแขนเด็กลอยน้ำ คละแบบ,118,-1,117,-1,-118
สาขา0004,SKU-769469-4t0bi,กางเกงแฟชั่น คละแบบ,118,-3,115,-3,-118
สาขา0004,SKU-889591-3mm9k,แว่นตาว่ายน้ำ คละแบบ,114,-12,102,-12,-114
สาขา0004,SKU-889591-f1nt4,กระเป๋ากันน้ำขนาด 20 ลิตร,110,-11,99,-11,-110
สาขา0004,SKU-889591-j1663,กระดานโต้คลื่น 17 นิ้ว,109,-10,99,-10,-109
สาขา0004,SKU-889591-5nmzl,เสื้อชูชีพ (S),107,-10,97,-10,-107
สาขา0004,SKU-889591-154go,แพยางเป่าลมแฟนซี คละแบบ,106,-13,93,-13,-106
สาขา0004,SKU-889591-fkf1o,เสื้อชูชีพ (M),105,-12,93,-12,-105
สาขา0004,SKU-769469-sk778,รองเท้าชายหาด คละแบบ,103,-12,91,-12,-103
สาขา0004,SKU-889591-xgfee,กระโปรงแฟชั่น คละแบบ,101,-29,72,-29,-101
สาขา0004,SKU-889591-7ldi6,ที่วางแก้วลอยน้ำ คละแบบ,101,-1,100,-1,-101
สาขา0004,SKU-769469-ergft,ปลอกแขนชูชีพ (M/L),98,-1,97,-1,-98
สาขา0004,SKU-889591-59ypf,ห่วงยางเป่าลมแฟนซี คละแบบ,95,-13,82,-13,-95
สาขา0004,SKU-889591-71uaw,กระเป๋ากันน้ำขนาด 30 ลิตร,93,-1,92,-1,-93
สาขา0004,SKU-889591-l9q7r,ผ้าขนหนู คละแบบ,91,-3,88,-3,-91
สาขา0004,SKU-889591-mmyjz,กระเป๋ากันน้ำขนาด 40 ลิตร,84,-10,74,-10,-84
สาขา0004,SKU-889591-azjcd,โฟมช่วยลอยน้ำพร้อมข้อต่อ 6 CM.,84,-10,74,-10,-84
สาขา0004,SKU-889591-megh8,สน๊อกเกิ้ลดำน้ำ 658,83,-37,46,-37,-83
สาขา0004,SKU-889591-uok8p,กระดานโต้คลื่น 33 นิ้ว,83,-10,73,-10,-83
สาขา0004,SKU-889591-8p64s,ผ้าชายหาดทอลาย คละแบบ,82,-2,80,-2,-82
สาขา0004,SKU-889591-4pn16,กระดานโต้คลื่น 26 นิ้ว,81,-10,71,-10,-81
สาขา0004,SKU-889591-yy000,กระเป๋ากันน้ำขนาด 1.5 ลิตร,76,-10,66,-10,-76
สาขา0004,SKU-889591-0gt9j,กระดานโต้คลื่น 41 นิ้ว,75,-10,65,-10,-75
สาขา0004,SKU-889591-f5qca,ร่มสั้นสามตอน อัตโนมัติ 23 นิ้ว,74,-1,73,-1,-74
สาขา0004,SKU-889591-f7q01,ที่อุดหู อุดจมูก,73,-12,61,-12,-73
สาขา0004,SKU-889591-6xszd,สูบลมไฟฟ้า,63,-1,62,-1,-63
สาขา0004,SKU-889591-6jmne,สูบลมมือ,63,-2,61,-2,-63
สาขา0004,SKU-769469-nc6hw,ชุดเดรสแฟชั่น คละแบบ #02,61,-3,58,-3,-61
สาขา0004,SKU-889591-izgw7,รองเท้าแฟชั่น,58,-5,53,-5,-58
สาขา0004,SKU-889591-styhx,ร่มพับสีพื้น,57,0,57,0,-57
สาขา0004,SKU-889591-k7i2m,โฟมช่วยลอยน้ำพร้อมข้อต่อ 7 CM.,56,-10,46,-10,-56
สาขา0004,SKU-601551-rgz2e,ชุดเดรสยาวแฟชั่น,56,-6,50,-6,-56
สาขา0004,SKU-889591-oaamv,ร่มยาว POE ทรงญี่ปุ่น 25 นิ้ว,53,-2,51,-2,-53
สาขา0004,SKU-889591-iej5u,ร่มยาวทูโทน,51,-1,50,-1,-51
สาขา0004,SKU-889591-mjv8d,กางเกงขายาว แฟชั่น,48,-4,44,-4,-48
สาขา0004,SKU-889591-dix01,กางเกงขาสั้น แฟชั่น,47,-16,31,-16,-47
สาขา0004,SKU-889591-jwm1y,เสื้อ+กระโปรง แฟชั่น,46,-3,43,-3,-46
สาขา0004,SKU-889591-bsv2m,รองเท้าชายหาด รุ่นสปอร์ท คละแบบ,46,-2,44,-2,-46
สาขา0004,SKU-889591-tfosx,ของเล่น คละแบบ,42,-2,40,-2,-42
สาขา0004,SKU-889591-odoft,เสื้อแขนยาว แฟชั่น,39,-16,23,-16,-39
สาขา0004,SKU-889591-s1w38,ลูกบอลเป่าลม คละแบบ,38,-1,37,-1,-38
สาขา0004,SKU-889591-s5jjm,หมวกสาน คละแบบ,37,-1,36,-1,-37
สาขา0004,SKU-769469-wvem1,ชุดเดรสสั้น คละแบบ,37,-12,25,-12,-37
สาขา0004,SKU-769469-6htl5,เสื้อแฟชั่น คละแบบ No.02,35,-21,14,-21,-35
สาขา0004,SKU-889591-ugbf2,ชุดว่ายน้ำ คละแบบ,26,-1,25,-1,-26
สาขา0004,SKU-889591-krrqj,เบ็ดเตล็ด คละแบบ #1,23,-1,22,-1,-23
สาขา0004,SKU-601551-tbql5,หมวกแฟชั่น,15,-1,14,-1,-15
สาขา0004,SKU-889591-r6pvj,เสื้อเชิ้ตแฟชั่น ผู้ชาย,11,-4,7,-4,-11
สาขา0004,SKU-889591-o4lw8,เสื้อ+กางเกง แฟชั่น,5,-5,0,-5,-5
สาขา0004,SKU-889591-mmudd,ชุดเดรสมัดย้อม,5,-5,0,-5,-5
สาขา0004,SKU-889591-gey7q,ชุดเดรสยาว คละแบบ,4,-4,0,-4,-4
สาขา0004,SKU-889591-4rhmr,กางเกงขาสั้น คละแบบ (หญิง),4,-3,1,-3,-4
สาขา0004,SKU-889591-3jd4g,ชุดตักทรายกระป๋อง C224,3,0,3,0,-3
สาขา0004,SKU-889591-dyvaj,กระป๋องตักทราย RX789-48,2,0,2,0,-2
สาขา0004,SKU-889591-m2hjk,ชุดตักทราย RX789-166,2,0,2,0,-2
สาขา0004,SKU-889591-nb70u,กระป๋องตักทราย,2,0,2,0,-2
สาขา0004,SKU-889591-6bsgk,ชุดเดรสยาว คละสี,1,-1,0,-1,-1
สาขา0005,SKU-889591-59ypf,ห่วงยางเป่าลมแฟนซี คละแบบ,100,0,100,0,-100
สาขา0005,SKU-889591-dix01,กางเกงขาสั้น แฟชั่น,96,-7,89,-7,-96
สาขา0005,SKU-889591-fve3d,ห่วงยางขาสอดแฟนซี คละแบบ,96,0,96,0,-96
สาขา0005,SKU-889591-154go,แพยางเป่าลมแฟนซี คละแบบ,92,-1,91,-1,-92
สาขา0005,SKU-889591-ugbf2,ชุดว่ายน้ำ คละแบบ,87,-1,86,-1,-87
สาขา0005,SKU-889591-megh8,สน๊อกเกิ้ลดำน้ำ 658,86,-1,85,-1,-86
สาขา0005,SKU-889591-karwk,กางเกงขายาว คละลาย (ลายช้าง/ลายต้นมะพร้าว),79,-2,77,-2,-79
สาขา0005,SKU-889591-1196c,กางเกงขาสั้น คละลาย (ลายช้าง/ลายต้นมะพร้าว),77,-1,76,-1,-77
สาขา0005,SKU-889591-jme1d,เสื้อแฟชั่น คละแบบ,71,-4,67,-4,-71
สาขา0005,SKU-889591-bytqs,ซองกันน้ำ คละแบบ,59,-1,58,-1,-59
สาขา0005,SKU-889591-4rhmr,กางเกงขาสั้น คละแบบ (หญิง),58,0,58,0,-58
สาขา0005,SKU-889591-m3c2l,กางเกงขาสั้น คละแบบ (ชาย),58,0,58,0,-58
สาขา0005,SKU-601551-rgz2e,ชุดเดรสยาวแฟชั่น,53,-12,41,-12,-53
สาขา0005,SKU-889591-4c7k5,ห่วงยางเป่าลมเด็กแฟนซี คละแบบ,52,-10,42,-10,-52
สาขา0005,SKU-889591-5el1s,โครเชต์ครอป-บราถัก,48,0,48,0,-48
สาขา0005,SKU-889591-mjv8d,กางเกงขายาว แฟชั่น,48,-7,41,-7,-48
สาขา0005,SKU-889591-xgfee,กระโปรงแฟชั่น คละแบบ,45,-7,38,-7,-45
สาขา0005,SKU-889591-bsv2m,รองเท้าชายหาด รุ่นสปอร์ท คละแบบ,43,-1,42,-1,-43
สาขา0005,SKU-889591-jwm1y,เสื้อ+กระโปรง แฟชั่น,43,-6,37,-6,-43
สาขา0005,SKU-889591-3n0y7,สน๊อกเกิ้ลดำน้ำ 595,40,0,40,0,-40
สาขา0005,SKU-889591-vt30v,สน๊อกเกิ้ลดำน้ำ 250,34,-1,33,-1,-34
สาขา0005,SKU-889591-p2sq3,สน๊อกเกิ้ลดำน้ำ 594,31,-1,30,-1,-31
สาขา0005,SKU-889591-odoft,เสื้อแขนยาว แฟชั่น,31,-2,29,-2,-31
สาขา0005,SKU-889591-iej5u,ร่มยาวทูโทน,24,0,24,0,-24
สาขา0005,SKU-889591-f7q01,ที่อุดหู อุดจมูก,24,-1,23,-1,-24
สาขา0005,SKU-889591-oaamv,ร่มยาว POE ทรงญี่ปุ่น 25 นิ้ว,24,0,24,0,-24
สาขา0005,SKU-889591-7ldi6,ที่วางแก้วลอยน้ำ คละแบบ,24,-2,22,-2,-24
สาขา0005,SKU-601551-mt6ah,แว่นตาว่ายน้ำ PVC คละแบบ,23,-10,13,-10,-23
สาขา0005,SKU-889591-styhx,ร่มพับสีพื้น,23,0,23,0,-23
สาขา0005,SKU-889591-ugf30,จานร่อน,23,-2,21,-2,-23
สาขา0005,SKU-889591-s1w38,ลูกบอลเป่าลม คละแบบ,23,0,23,0,-23
สาขา0005,SKU-889591-krrqj,เบ็ดเตล็ด คละแบบ #1,22,-1,21,-1,-22
สาขา0005,SKU-889591-k7i2m,โฟมช่วยลอยน้ำพร้อมข้อต่อ 7 CM.,22,-1,21,-1,-22
สาขา0005,SKU-889591-f5qca,ร่มสั้นสามตอน อัตโนมัติ 23 นิ้ว,22,-1,21,-1,-22
สาขา0005,SKU-889591-7rd2o,แว่นตาว่ายน้ำผู้ใหญ่ 8016,22,-6,16,-6,-22
สาขา0005,SKU-889591-j1663,กระดานโต้คลื่น 17 นิ้ว,22,-10,12,-10,-22
สาขา0005,SKU-889591-azjcd,โฟมช่วยลอยน้ำพร้อมข้อต่อ 6 CM.,22,-1,21,-1,-22
สาขา0005,SKU-889591-3oa5n,แว่นตาว่ายน้ำผู้ใหญ่ 8016-UV,22,-6,16,-6,-22
สาขา0005,SKU-889591-osay9,แว่นตาว่ายน้ำเด็ก 5031,22,-10,12,-10,-22
สาขา0005,SKU-889591-kxqqg,แว่นตาว่ายน้ำผู้ใหญ่ 8025-UV,22,-2,20,-2,-22
สาขา0005,SKU-889591-ew05l,ตีนกบ คละแบบ,21,-2,19,-2,-21
สาขา0005,SKU-889591-ywbdk,รองเท้าชายหาดเด็ก คละแบบ,20,0,20,0,-20
สาขา0005,SKU-889591-to2e5,หน้ากากดำน้ำ คละแบบ,18,-1,17,-1,-18
สาขา0005,SKU-889591-5myie,กระเป๋ากันน้ำขนาด 25 ลิตร,18,-1,17,-1,-18
สาขา0005,SKU-889591-ps4zo,กระดานโต้คลื่นเป่าลม คละแบบ,18,-1,17,-1,-18
สาขา0005,SKU-889591-7p7os,เสื้อชูชีพเป่าลม คละแบบ,18,0,18,0,-18
สาขา0005,SKU-889591-8p64s,ผ้าชายหาดทอลาย คละแบบ,18,-2,16,-2,-18
สาขา0005,SKU-889591-o4lw8,เสื้อ+กางเกง แฟชั่น,18,-5,13,-5,-18
สาขา0005,SKU-889591-71uaw,กระเป๋ากันน้ำขนาด 30 ลิตร,18,0,18,0,-18
สาขา0005,SKU-889591-f1nt4,กระเป๋ากันน้ำขนาด 20 ลิตร,17,-1,16,-1,-17
สาขา0005,SKU-889591-mmyjz,กระเป๋ากันน้ำขนาด 40 ลิตร,15,0,15,0,-15
สาขา0005,SKU-889591-yy000,กระเป๋ากันน้ำขนาด 1.5 ลิตร,13,-1,12,-1,-13
สาขา0005,SKU-889591-akqku,ของเล่น ชุดโบว์ลิ่ง No.9924,12,0,12,0,-12
สาขา0005,SKU-889591-w3cnw,แม๊กเน็ตติดตู้เย็น คละแบบ,12,-1,11,-1,-12
สาขา0005,SKU-889591-s5ql0,เป่าฟองแท่ง-โดราเอมอน D-8482,12,0,12,0,-12
สาขา0005,SKU-889591-imkh3,ตักทรายถัง ชุดเล่นทรายจัมโบ้ #9243,12,0,12,0,-12
สาขา0005,SKU-889591-ovxot,กระเป๋ากันน้ำขนาด 10 ลิตร,11,-1,10,-1,-11
สาขา0005,SKU-889591-6vhqq,ตักทรายถังปราสาท 2031,11,0,11,0,-11
สาขา0005,SKU-889591-as4tw,ชุดตักทรายถาดปู #9211,11,0,11,0,-11
สาขา0005,SKU-889591-j1gsu,รถดั้ม+ชุดเล่นทราย 5562,11,0,11,0,-11
สาขา0005,SKU-889591-0gt9j,กระดานโต้คลื่น 41 นิ้ว,11,-1,10,-1,-11
สาขา0005,SKU-889591-n4f9a,ตักทรายถังใหญ่ลายการ์ตูน 9297,11,0,11,0,-11
สาขา0005,SKU-889591-rhr0d,ชุดตักทรายถังปราสาท No.9257,11,0,11,0,-11
สาขา0005,SKU-889591-s5jjm,หมวกสาน คละแบบ,10,0,10,0,-10
สาขา0005,SKU-889591-tzfyo,ชุดตักทรายถังปราสาท+ถาดปู 9268/P,10,0,10,0,-10
สาขา0005,SKU-889591-38c27,ชุดตักทรายถังปราสาท #9268,10,0,10,0,-10
สาขา0005,SKU-889591-wtdol,กระเป๋ากันน้ำขนาด 2 ลิตร,10,0,10,0,-10
สาขา0005,SKU-889591-14wc0,ชุดตักทรายรถเข็นจัมโบ้ 9241,10,0,10,0,-10
สาขา0005,SKU-889591-izgw7,รองเท้าแฟชั่น,10,-3,7,-3,-10
สาขา0005,SKU-889591-nb70u,กระป๋องตักทราย,10,0,10,0,-10
สาขา0005,SKU-889591-fkf1o,เสื้อชูชีพ (M),10,-1,9,-1,-10
สาขา0005,SKU-889591-i2gp2,ชุดตักทรายถาดปู สีพาสเทล,10,0,10,0,-10
สาขา0005,SKU-889591-pa4ti,ชุดตักทรายถังใหญ่คละแบบ No.9299,10,0,10,0,-10
สาขา0005,SKU-889591-6xszd,สูบลมไฟฟ้า,10,0,10,0,-10
สาขา0005,SKU-889591-m2hjk,ชุดตักทราย RX789-166,10,0,10,0,-10
สาขา0005,SKU-889591-rgr8a,พลั่วตักทราย 733-312,10,0,10,0,-10
สาขา0005,SKU-889591-dyvaj,กระป๋องตักทราย RX789-48,10,0,10,0,-10
สาขา0005,SKU-889591-3jd4g,ชุดตักทรายกระป๋อง C224,10,0,10,0,-10
สาขา0005,SKU-889591-5nmzl,เสื้อชูชีพ (S),10,-1,9,-1,-10
สาขา0005,SKU-889591-isfom,ชุดเล่นทรายถัง 9208,10,-1,9,-1,-10
สาขา0005,SKU-889591-dwbpj,ชุดเล่นทรายถาดปู+บัว+ถัง No.9242,9,0,9,0,-9
สาขา0005,SKU-889591-dhpob,รองเท้าชายหาดผู้ใหญ่ คละแบบ,9,0,9,0,-9
สาขา0005,SKU-889591-loap6,กระเป๋ากันน้ำขนาด 5 ลิตร,9,0,9,0,-9
สาขา0005,SKU-889591-bt2u6,กระป๋องตักทราย GE10611,9,0,9,0,-9
สาขา0005,SKU-889591-4jw4f,ปลอกแขนเด็กลอยน้ำ คละแบบ,9,0,9,0,-9
สาขา0005,SKU-769469-ergft,ปลอกแขนชูชีพ (M/L),9,-1,8,-1,-9
สาขา0005,SKU-889591-r6pvj,เสื้อเชิ้ตแฟชั่น ผู้ชาย,8,0,8,0,-8
สาขา0005,SKU-889591-r4v6a,กระเป๋ากันน้ำขนาด 3 ลิตร,8,0,8,0,-8
สาขา0005,SKU-889591-8vbmz,ตักทราย+บัวรดน้ำรูปช้าง 341,8,0,8,0,-8
สาขา0005,SKU-889591-9ddv5,เครื่องประดับ คละแบบ,8,-2,6,-2,-8
สาขา0005,SKU-889591-2fp6y,ไม้บีชบอล,6,0,6,0,-6
สาขา0005,SKU-889591-iu1o1,ตักทรายถังใหญ่ลายการ์ตูน 9296,6,0,6,0,-6
สาขา0005,SKU-889591-6jmne,สูบลมมือ,6,0,6,0,-6
สาขา0005,SKU-889591-otqmh,กระป๋องตักทราย GE10612,5,0,5,0,-5
สาขา0005,SKU-889591-cnr64,ชุดเดรสแฟชั่น คละแบบ,5,0,5,0,-5
สาขา0005,SKU-889591-02sdh,เสื้อเชิ้ตแขนสั้น แฟชั่น ผู้ชาย,5,0,5,0,-5
สาขา0005,SKU-889591-mmudd,ชุดเดรสมัดย้อม,4,0,4,0,-4
สาขา0005,SKU-889591-6bsgk,ชุดเดรสยาว คละสี,4,0,4,0,-4
สาขา0005,SKU-889591-4ajwv,กระเป๋ากันน้ำขนาด 15 ลิตร,4,0,4,0,-4
สาขา0005,SKU-889591-4pn16,กระดานโต้คลื่น 26 นิ้ว,2,0,2,0,-2
สาขา0005,SKU-889591-uok8p,กระดานโต้คลื่น 33 นิ้ว,2,0,2,0,-2
สาขา0005,SKU-601551-sk8fi,เสื้อแฟชั่นแขนกุด คละสี,1,0,1,0,-1
